,Plant_Species_Corrected,Genus,Spp,Plant_Family,FruitLength,FruitWidth,Citation.ID.width,Citation.ID.length,WoodDensity,WoodDensity_TaxonomicLevel
309,Tylosema_fassoglense,Tylosema,fassoglense,Fabaceae,85,55,Food Plants International  https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjalJn5uNCDAxVOg4kEHfuaBEkQFnoECAcQAQ&url=https%3A%2F%2Ffoodplantsinternational.com%2F&usg=AOvVaw3zrb3Gz82v0orA7cyxLkvq&opi=89978449,"Affouard, A., Joly, A., Lombardo, J., Champ, J., Chouet, M., Gresse, H., Botella, C., Bonnet, P. (2023). Pl@ntNet automatically identified occurrences. Version 1.8. Pl@ntNet. Occurrence dataset https://doi.org/10.15468/mma2ec accessed via GBIF.org on 2023-08-16.",0.702416609,family
310,Urochloa_trichopus,Urochloa,trichopus,Poaceae,NA,NA,NA,NA,0.60289425,dataset
311,Vigna_friesiorum,Vigna,friesiorum,Fabaceae,NA,NA,NA,NA,0.702416609,family
312,Vigna_frutescens,Vigna,frutescens,Fabaceae,NA,NA,NA,NA,0.702416609,family
313,Vigna_vexillata,Vigna,vexillata,Fabaceae,NA,NA,NA,NA,0.702416609,family
314,Vinga_unguiculata,Vinga,unguiculata,Fabaceae,300,10,"Robyn Burnham. (2013, June 3). Vigna unguiculata | CLIMBERS. https://climbers.lsa.umich.edu/vigna-unguiculata/","Robyn Burnham. (2013, June 3). Vigna unguiculata | CLIMBERS. https://climbers.lsa.umich.edu/vigna-unguiculata/",0.702416609,family
315,Vitex_grandifolia,Vitex,grandifolia,Lamiaceae,20,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.424,species
316,Aganope_stuhlmannii,Aganope,stuhlmannii,Fabaceae,NA,NA,NA,NA,0.702416609,family
317,Ximenia_americana,Ximenia,americana,Olacaceae,24.55416667,22.5,National Parks Flora & Fauna Web. https://www.nparks.gov.sg/florafaunaweb,"Sinnott-Armstrong, M. A., Downie, A. E., Federman, S., Valido, A., Jordano, P., & Donoghue, M. J. (2019). Data from: Global geographic patterns in the colours and sizes of animal‐dispersed fruits (Version 1, p. 102016329 bytes) [dataset]. Dryad. https://doi.org/10.5061/DRYAD.BH84VS3",0.866666667,species
318,Xylopia_aethiopica,Xylopia,aethiopica,Annonaceae,80,8,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.442,species
319,Xymalos_monospora,Xymalos,monospora,Monimiaceae,15,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.5558125,family
320,Zehneria_scabra,Zehneria,scabra,Cucurbitaceae,NA,NA,NA,NA,0.60289425,dataset
321,Zehneria_thwaitesii,Zehneria,thwaitesii,Cucurbitaceae,30,10.5,JSTOR Global Plants. https://about.jstor.org/librarians/primary-sources/global-plants/,"Sinnott-Armstrong, M. A., Downie, A. E., Federman, S., Valido, A., Jordano, P., & Donoghue, M. J. (2019). Data from: Global geographic patterns in the colours and sizes of animal‐dispersed fruits (Version 1, p. 102016329 bytes) [dataset]. Dryad. https://doi.org/10.5061/DRYAD.BH84VS3",0.60289425,dataset
322,Shirakiopsis_elliptica,Shirakiopsis,elliptica,Euphorbiaceae,10,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.5115,species
323,Strombosia_zenkeri,Strombosia,zenkeri,Olacaceae,20,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.721306548,genus
324,Celtis_adolfi-friderici,Celtis,adolfi,Cannabaceae,20,15,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.566228571,genus
325,Margaritaria_discoidea,Margaritaria,discoidea,Phyllanthaceae,10,5,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.7195,species
326,Strombosia_grandifolia,Strombosia,grandifolia,Olacaceae,20,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.8245,species
327,Celtis_ituriensis,Celtis,ituriensis,Cannabaceae,NA,NA,NA,NA,0.566228571,genus
328,Rauvolfia_mannii,Rauvolfia,mannii,Apocynaceae,8,6,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.486345238,genus
330,Croton_haumanianus,Croton,haumanianus,Euphorbiaceae,20,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.510402667,genus
331,Harungana_madagascariensis,Harungana,madagascariensis,Hypericaceae,4,4,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.467,species
332,Treculia_africana,Treculia,africana,Moraceae,310,310,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.566972653,family
333,Bridelia_micrantha,Bridelia,micrantha,Phyllanthaceae,10,7,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.508142857,species
334,Eriocoelum_microspermum,Eriocoelum,microspermum,Sapindaceae,15,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.523,species
335,Grewia_oligoneura,Grewia,oligoneura,Malvaceae,12,9,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.415,species
336,Rauvolfia_vomitoria,Rauvolfia,vomitoria,Apocynaceae,10,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.486345238,genus
337,Macaranga_barteri,Macaranga,barteri,Euphorbiaceae,20,15,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.382929167,genus
338,Macaranga_monandra,Macaranga,monandra,Euphorbiaceae,9,7,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.382929167,genus
339,Macaranga_saccifera,Macaranga,saccifera,Euphorbiaceae,7,6,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.382929167,genus
340,Macaranga_spinosa,Macaranga,spinosa,Euphorbiaceae,4,3,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.382929167,genus
341,Milicia_excelsa,Milicia,excelsa,Moraceae,35,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.57444,species
342,Guibourtia_tessmannii,Guibourtia,tessmannii,Fabaceae,33,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.756888889,species
343,Syzygium_cordatum,Syzygium,cordatum,Myrtaceae,18,9,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.62,species
344,Celtis_mildbraedi,Celtis,mildbraedi,Cannabaceae,12,8,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.566228571,genus
345,Trema_orientalis,Trema,orientalis,Cannabaceae,7,5,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.345333333,species
346,Allophylus_africanus,Allophylus,africanus,Sapindaceae,6,5,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.45,species
347,Allophylus_ferrugineus,Allophylus,ferrugineus,Sapindaceae,7,6,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.51775,genus
348,Prunus_africana,Prunus,africana,Rosaceae,13,7,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.6855,species
349,Heisteria_parvifolia,Heisteria,parvifolia,Olacaceae,16,12,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.69625,genus
350,Heisteria_zimmereri,Heisteria,zimmereri,Olacaceae,17,12,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.69625,genus
351,Alchornea_cordifolia,Alchornea,cordifolia,Euphorbiaceae,15,15,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.408433333,genus
352,Celtis_gomphophylla,Celtis,gomphophylla,Cannabaceae,8,4.8,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.568333333,species
353,Xylopia_acutiflora,Xylopia,acutiflora,Annonaceae,51,15,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.591037654,genus
354,Xylopia_gilbertii,Xylopia,gilbertii,Annonaceae,37,13,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.591037654,genus
355,Xylopia_hypolampra,Xylopia,hypolampra,Annonaceae,35,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.64,species
356,Xylopia_katangensis,Xylopia,katangensis,Annonaceae,31,16,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.591037654,genus
357,Xylopia_quintasii,Xylopia,quintasii,Annonaceae,64,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.7626,species
358,Xylopia_rubescens,Xylopia,rubescens,Annonaceae,163,12,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.591037654,genus
359,Xylopia_staudtii,Xylopia,staudtii,Annonaceae,98,22.5,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.4015,species
360,Croton_oligandrus,Croton,oligandrus,Euphorbiaceae,12,12,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.571,species
